date,date_day,order_cnt,amount,pay_amount,discountAmount,refuelLiters,进站加油车量（汽油）,进站加油车量（柴油）,进站率（汽油）,进站率（柴油）,站前车流量（汽油）,站前车流量（柴油）,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,60000361_price,60000361_price_other,60000361_order_cnt,60000361_refuelLiters,60000361_amount,60033428_price,60033428_price_other,60033428_order_cnt,60033428_refuelLiters,60033428_amount,60000359_price,60000359_price_other,60000359_order_cnt,359占比,60000359_refuelLiters,60000359_amount,60000304_price,60000304_price_other,60000304_order_cnt,304占比,60000304_refuelLiters,60000304_amount,60000305_price,60000305_price_other,60000305_order_cnt,305占比,60000305_refuelLiters,60000305_amount,60000312_price,60000312_price_other,60000312_order_cnt,60000312_refuelLiters,60000312_amount,60000313_price,60000313_price_other,60000313_order_cnt,313占比,60000313_refuelLiters,60000313_amount,60000317_price,60000317_price_other,60000317_order_cnt,60000317_refuelLiters,60000317_amount
2023/7/9,2023/7/9,337,86219.5,86219.5,0,11391.11,283,17,8,12.06,3538,141,"扬州,扬州市,江苏省,中国",多云,多云,35,27,3~4级,西南风,<3级,南风,星期日,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",29,8.61%,2377.95,17025.76,7.51,"[5.49, 7.35, 7.51]",75,22.26%,2128.09,15979.02,7.51,"[5.49, 7.35, 7.51]",151,44.81%,3727.08,27984.49,,,0,,,7.99,"[5.84, 7.83, 7.99]",82,24.33%,3157.99,25230.23,,,0,,
2023/7/10,2023/7/10,332,95440.52,95440.52,0,12693.7,283,17,7.99,13.08,3542,129,"扬州,扬州市,江苏省,中国",大雨,多云,31,27,3~4级,西南风,<3级,南风,星期一,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",46,13.86%,3679.73,26346.18,7.51,"[5.49, 7.35, 7.51]",85,25.60%,2541.71,19085.57,7.51,"[5.49, 7.35, 7.51]",119,35.84%,3536.7,26556.67,,,0,,,7.99,"[5.84, 7.83, 7.99]",82,24.70%,2935.56,23452.1,,,0,,
2023/7/11,2023/7/11,341,331680.15,331680.15,0,45712.01,294,10,8.45,7.14,3480,141,"扬州,扬州市,江苏省,中国",阴,晴,36,27,3~4级,西南风,<3级,南风,星期二,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",65,19.06%,37200.65,266355.63,7.51,"[5.49, 7.35, 7.51]",94,27.57%,2705.22,20313.07,7.51,"[5.49, 7.35, 7.51]",101,29.62%,2861.79,21488.64,,,0,,,7.99,"[5.84, 7.83, 7.99]",81,23.75%,2944.35,23522.81,,,0,,
2023/7/12,2023/7/12,360,175708.09,175708.09,0,23811.02,309,16,8.93,9.7,3460,164,"扬州,扬州市,江苏省,中国",多云,阴,36,29,3~4级,西南风,<3级,南风,星期三,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",57,15.83%,14064.46,100700.71,7.51,"[5.49, 7.35, 7.51]",102,28.33%,2911.21,21860.15,7.51,"[5.49, 7.35, 7.51]",107,29.72%,3043.57,22853.42,,,0,,,7.99,"[5.84, 7.83, 7.99]",94,26.11%,3791.78,30293.81,,,0,,
2023/7/13,2023/7/13,309,220306.63,220306.63,0,29649.66,319,23,8.89,13.77,3588,168,"扬州,扬州市,江苏省,中国",小雨,阴,31,29,3~4级,西风,<3级,西南风,星期四,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",53,17.15%,21843.76,159240.42,7.63,"[5.49, 7.47, 7.63]",73,23.62%,1813.7,13836.02,7.63,"[5.49, 7.47, 7.63]",106,34.30%,2898.52,22112.07,,,0,,,8.12,"[5.84, 8.12]",77,24.92%,3093.68,25118.12,,,0,,
2023/7/14,2023/7/14,317,194529.79,194529.79,0,26072.6,313,16,8.68,8.89,3605,179,"扬州,扬州市,江苏省,中国",小雨,小雨,32,27,3~4级,西风,<3级,西风,星期五,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",44,13.88%,17670.08,128814.18,7.63,"[5.49, 7.47, 7.63]",65,20.50%,1778.1,13564.67,7.63,"[5.49, 7.47, 7.63]",122,38.49%,3332.02,25419.67,,,0,,,8.12,"[5.84, 8.12]",86,27.13%,3292.4,26731.27,,,0,,
2023/7/15,2023/7/15,313,84738.73,84738.73,0,11007.59,286,13,8.06,8.61,3547,151,"扬州,扬州市,江苏省,中国",阴,小雨,31,25,<3级,西风,<3级,南风,星期六,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",37,11.82%,2459.7,17930.39,7.63,"[5.49, 7.47, 7.63]",78,24.92%,2003.63,15285.06,7.63,"[5.49, 7.47, 7.63]",117,37.38%,3285.17,25062.21,,,0,,,8.12,"[5.84, 8.12]",81,25.88%,3259.09,26461.07,,,0,,
2023/7/16,2023/7/16,305,248026.49,248026.49,0,33422.57,250,12,7.22,9.16,3462,131,"扬州,扬州市,江苏省,中国",阴,暴雨,27,24,<3级,西风,<3级,东北风,星期日,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",34,11.15%,25148.18,183329.76,7.63,"[5.49, 7.47, 7.63]",65,21.31%,1745.85,13319.04,7.63,"[5.49, 7.47, 7.63]",123,40.33%,3319.64,25324.6,,,0,,,8.12,"[5.84, 8.12]",83,27.21%,3208.9,26053.09,,,0,,
2023/7/17,2023/7/17,324,92134.25,92134.25,0,12036.25,277,16,7.92,10.74,3495,149,"扬州,扬州市,江苏省,中国",中雨,小雨,28,23,<3级,东北风,<3级,东风,星期一,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",37,11.42%,3259.42,23760.5,7.63,"[5.49, 7.47, 7.63]",75,23.15%,2054.2,15671.43,7.63,"[5.49, 7.47, 7.63]",134,41.36%,3834.59,29254.01,,,0,,,8.12,"[5.84, 8.12]",78,24.07%,2888.04,23448.31,,,0,,
2023/7/18,2023/7/18,291,77070.1,77070.1,0,10070.11,234,15,6.54,9.8,3578,152,"扬州,扬州市,江苏省,中国",多云,多云,33,24,<3级,东北风,<3级,东风,星期二,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",48,16.49%,2738.78,19964.43,7.63,"[5.49, 7.47, 7.63]",73,25.09%,2122.94,16195.61,7.63,"[5.49, 7.47, 7.63]",103,35.40%,2810.26,21439.43,,,0,,,8.12,"[5.84, 8.12]",67,23.02%,2398.13,19470.63,,,0,,
2023/7/19,2023/7/19,320,184139.92,184139.92,0,24653.18,250,13,7.49,9.03,3341,145,"扬州,扬州市,江苏省,中国",小雨,暴雨,30,25,3~4级,东南风,<3级,东风,星期三,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",58,18.13%,16107.99,117426.26,7.63,"[5.49, 7.47, 7.63]",85,26.56%,2486.06,18966.08,7.63,"[5.49, 7.47, 7.63]",99,30.94%,2953.41,22531.61,,,0,,,8.12,"[5.84, 8.12]",78,24.38%,3105.72,25215.97,,,0,,
2023/7/20,2023/7/20,290,83631.76,83631.76,0,10896.16,279,7,8.14,5.22,3428,133,"扬州,扬州市,江苏省,中国",小雨,阴,29,25,<3级,东北风,<3级,南风,星期四,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",33,11.38%,2546.84,18565.84,7.63,"[5.49, 7.47, 7.63]",93,32.07%,2721.44,20761.6,7.63,"[5.49, 7.47, 7.63]",92,31.72%,2834.28,21622.78,,,0,,,8.12,"[5.84, 8.12]",72,24.83%,2793.6,22681.54,,,0,,
2023/7/21,2023/7/21,300,196485.86,196485.86,0,26418.62,253,12,7.26,7.14,3486,168,"扬州,扬州市,江苏省,中国",大雨,小雨,31,26,<3级,西南风,<3级,南风,星期五,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",52,17.33%,18827.14,137248.96,7.63,"[5.49, 7.47, 7.63]",68,22.67%,1993.56,15208.85,7.63,"[5.49, 7.47, 7.63]",111,37.00%,2900.52,22127.02,,,0,,,8.12,"[5.84, 8.12]",69,23.00%,2697.4,21901.03,,,0,,
2023/7/22,2023/7/22,349,93052.87,93052.87,0,12040.08,264,16,7.76,11.59,3401,139,"扬州,扬州市,江苏省,中国",大雨,阴,31,26,<3级,西风,<3级,西南风,星期六,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",33,9.46%,2240.98,16335.95,7.63,"[5.49, 7.47, 7.63]",87,24.93%,2258.21,17227.32,7.63,"[5.49, 7.47, 7.63]",128,36.68%,3541.88,27020.47,,,0,,,8.12,"[5.84, 8.12]",101,28.94%,3999.01,32469.13,,,0,,
2023/7/23,2023/7/23,317,81849.83,81849.83,0,10626.08,301,13,8.22,10.08,3663,129,"扬州,扬州市,江苏省,中国",雾,晴,33,26,<3级,西风,<3级,西南风,星期日,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",34,10.73%,2148.42,15661.04,7.63,"[5.49, 7.47, 7.63]",79,24.92%,2124.24,16205.35,7.63,"[5.49, 7.47, 7.63]",118,37.22%,3264.79,24906.69,,,0,,,8.12,"[5.84, 8.12]",86,27.13%,3088.63,25076.75,,,0,,
2023/7/24,2023/7/24,362,285725.22,285725.22,0,38558.14,313,23,8.72,12.04,3588,191,"扬州,扬州市,江苏省,中国",晴,阴,34,27,<3级,南风,<3级,东南风,星期一,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",62,17.13%,29309.9,213668.08,7.63,"[5.49, 7.47, 7.63]",109,30.11%,2893.75,22076.04,7.63,"[5.49, 7.47, 7.63]",117,32.32%,3289.47,25095.2,,,0,,,8.12,"[5.84, 8.12]",74,20.44%,3065.02,24885.9,,,0,,
2023/7/25,2023/7/25,312,167737.82,167737.82,0,22420.33,252,17,7.46,12.14,3376,141,"扬州,扬州市,江苏省,中国",中雨,阴,34,26,<3级,东南风,<3级,东南风,星期二,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",48,15.38%,14163.58,103251.64,7.63,"[5.49, 7.47, 7.63]",91,29.17%,2638.99,20132.74,7.63,"[5.49, 7.47, 7.63]",96,30.77%,2566.03,19575.7,,,0,,,8.12,"[5.84, 8.12]",77,24.68%,3051.73,24777.74,,,0,,
2023/7/26,2023/7/26,418,349647.97,349647.97,0,47188.42,308,26,8.93,16.25,3449,160,"扬州,扬州市,江苏省,中国",阴,小雨,33,26,3~4级,东风,<3级,东南风,星期三,,,,0,,,,,0,,,7.29,"[5.07, 7.20, 7.29]",69,16.51%,36231.24,264124.62,7.63,"[5.49, 7.47, 7.63]",117,27.99%,3485.49,26591.09,7.63,"[5.49, 7.47, 7.63]",131,31.34%,3532.77,26951.18,,,0,,,8.12,"[5.84, 8.12]",101,24.16%,3938.92,31981.08,,,0,,
2023/7/27,2023/7/27,292,321579.09,321579.09,0,42312.28,248,19,7.17,12.1,3460,156,"扬州,扬州市,江苏省,中国",小雨,小雨,33,26,3~4级,东南风,4~5级,东风,星期四,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",51,17.47%,35067.21,263353.97,7.85,"[5.49, 7.65, 7.85]",71,24.32%,1820.03,14285.97,7.85,"[5.49, 7.65, 7.85]",102,34.93%,2711.57,21283.55,,,0,,,8.35,"[5.84, 8.19, 8.35]",68,23.29%,2713.47,22655.6,,,0,,
2023/7/28,2023/7/28,284,81380.87,81380.87,0,10338.66,289,20,7.99,12.9,3615,154,"扬州,扬州市,江苏省,中国",小雨,小雨,32,27,3~4级,东南风,3~4级,东南风,星期五,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",41,14.44%,2669.59,20047.71,7.85,"[5.49, 7.65, 7.85]",77,27.11%,2351.34,18456.76,7.85,"[5.49, 7.65, 7.85]",105,36.97%,3046.39,23912.32,,,0,,,8.35,"[5.84, 8.19, 8.35]",61,21.48%,2271.34,18964.08,,,0,,
2023/7/29,2023/7/29,295,88803.34,88803.34,0,11249.56,228,11,6.85,7.64,3329,145,"扬州,扬州市,江苏省,中国",小雨,小雨,31,27,3~4级,东南风,<3级,东南风,星期六,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",32,10.85%,2987.63,22436.73,7.85,"[5.49, 7.65, 7.85]",54,18.31%,1493.26,11721.2,7.85,"[5.49, 7.65, 7.85]",132,44.75%,3905.73,30742.24,,,0,,,8.35,"[5.84, 8.19, 8.35]",77,26.10%,2862.94,23903.17,,,0,,
2023/7/30,2023/7/30,294,76549.66,76549.66,0,9640.33,236,13,6.62,10.57,3567,124,"扬州,扬州市,江苏省,中国",中雨,阴,32,27,3~4级,南风,<3级,东南风,星期日,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",24,8.16%,1581.68,11877.76,7.85,"[5.49, 7.65, 7.85]",42,14.29%,1144.09,8980.35,7.85,"[5.49, 7.65, 7.85]",152,51.70%,4080.59,32029.99,,,0,,,8.35,"[5.84, 8.19, 8.35]",76,25.85%,2833.97,23661.56,,,0,,
2023/7/31,2023/7/31,327,281213.97,281213.97,0,36794.06,241,20,6.59,12.35,3659,162,"扬州,扬州市,江苏省,中国",多云,多云,34,25,3~4级,东南风,<3级,东风,星期一,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",52,15.90%,27884.91,209414.77,7.85,"[5.49, 7.65, 7.85]",81,24.77%,2074.75,16285.16,7.85,"[5.49, 7.65, 7.85]",108,33.03%,3098.02,24317.54,,,0,,,8.35,"[5.84, 8.19, 8.35]",86,26.30%,3736.38,31196.5,,,0,,
2023/8/1,2023/8/1,341,285944.01,285944.01,0,37415.35,303,18,7.93,11.61,3819,154,"扬州,扬州市,江苏省,中国",晴,晴,32,26,3~4级,东南风,<3级,东风,星期二,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",52,15.25%,28108.26,211092.05,7.85,"[5.49, 7.65, 7.85]",67,19.65%,1915.98,15039.41,7.85,"[5.49, 7.65, 7.85]",134,39.30%,3798.13,29813.08,,,0,,,8.35,"[5.84, 8.19, 8.35]",88,25.81%,3592.98,29999.47,,,0,,
2023/8/2,2023/8/2,319,189457.8,189457.8,0,24623.29,255,20,6.85,11.83,3721,170,"扬州,扬州市,江苏省,中国",雾,晴,34,26,3~4级,东风,<3级,东风,星期三,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",51,15.99%,16089.21,120828.79,7.85,"[5.49, 7.65, 7.85]",90,28.21%,2494.16,19577.38,7.85,"[5.49, 7.65, 7.85]",99,31.03%,2755.95,21632.58,,,0,,,8.35,"[5.84, 8.19, 8.35]",79,24.76%,3283.97,27419.05,,,0,,
2023/8/3,2023/8/3,343,127847.4,127847.4,0,16443.54,254,13,6.9,7.3,3681,178,"扬州,扬州市,江苏省,中国",阴,晴,34,26,<3级,东南风,<3级,东风,星期四,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",66,19.24%,8041.37,60389.39,7.85,"[5.49, 7.65, 7.85]",82,23.91%,2147.04,16852.62,7.85,"[5.49, 7.65, 7.85]",117,34.11%,3241.96,25447.46,,,0,,,8.35,"[5.84, 8.19, 8.35]",78,22.74%,3013.17,25157.93,,,0,,
2023/8/4,2023/8/4,357,168113.86,168113.86,0,21704.6,288,22,7.83,11.96,3679,183,"扬州,扬州市,江苏省,中国",阴,晴,34,26,<3级,东北风,<3级,东风,星期五,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",57,15.97%,12314.65,92482.12,7.85,"[5.49, 7.65, 7.85]",103,28.85%,3012.7,23647.8,7.85,"[5.49, 7.65, 7.85]",96,26.89%,2524.09,19812.5,,,0,,,8.35,"[5.84, 8.19, 8.35]",101,28.29%,3853.16,32171.44,,,0,,
2023/8/5,2023/8/5,339,98905.27,98905.27,0,12541.25,317,21,8.78,13.55,3609,154,"扬州,扬州市,江苏省,中国",晴,晴,35,28,<3级,东风,<3级,东南风,星期六,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",42,12.39%,3062.37,22997.33,7.85,"[5.49, 7.65, 7.85]",96,28.32%,2797.5,21958.71,7.85,"[5.49, 7.65, 7.85]",129,38.05%,3672.38,28825.98,,,0,,,8.35,"[5.84, 8.19, 8.35]",72,21.24%,3009,25123.25,,,0,,
2023/8/6,2023/8/6,354,93907.52,93907.52,0,11886.42,319,24,8.39,16.9,3802,143,"扬州,扬州市,江苏省,中国",小雨,小雨,36,27,3~4级,北风,<3级,东北风,星期日,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",41,11.58%,2587.89,19434.05,7.85,"[5.49, 7.65, 7.85]",115,32.49%,3162.51,24824.12,7.85,"[5.49, 7.65, 7.85]",118,33.33%,3164.22,24837.03,,,0,,,8.35,"[5.84, 8.19, 8.35]",80,22.60%,2971.8,24812.32,,,0,,
2023/8/7,2023/8/7,360,101061.52,101061.52,0,12878.64,307,23,8.17,12.37,3756,185,"扬州,扬州市,江苏省,中国",小雨,晴,31,26,3~4级,东北风,<3级,东北风,星期一,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",59,16.39%,4112,30879.41,7.85,"[5.49, 7.65, 7.85]",96,26.67%,2568.74,20162.71,7.85,"[5.49, 7.65, 7.85]",130,36.11%,3457.9,27142.53,,,0,,,8.35,"[5.84, 8.19, 8.35]",75,20.83%,2740,22876.87,,,0,,
2023/8/8,2023/8/8,367,122239.54,122239.54,0,15608.42,286,29,7.35,15.03,3891,193,"扬州,扬州市,江苏省,中国",多云,多云,30,24,<3级,北风,<3级,北风,星期二,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",60,16.35%,6102.3,45827.08,7.85,"[5.49, 7.65, 7.85]",78,21.25%,2108.95,16553.78,7.85,"[5.49, 7.65, 7.85]",140,38.15%,3806.77,29880.98,,,0,,,8.35,"[5.84, 8.19, 8.35]",89,24.25%,3590.4,29977.7,,,0,,
2023/8/9,2023/8/9,457,239812.69,239812.69,0,31060.41,348,20,9,10.26,3868,195,"扬州,扬州市,江苏省,中国",雾,多云,32,26,<3级,北风,<3级,北风,星期三,,,,0,,,,,0,,,7.51,"[5.07, 7.36, 7.51]",66,14.44%,18719.27,140580.72,7.85,"[5.49, 7.65, 7.85]",113,24.73%,3359.19,26367.7,7.85,"[5.49, 7.65, 7.85]",158,34.57%,4258.91,33429.89,,,0,,,8.35,"[5.84, 8.19, 8.35]",120,26.26%,4723.04,39434.38,,,0,,
2023/8/10,2023/8/10,303,96602.23,96602.23,0,12030.68,254,16,6.81,8,3729,201,"扬州,扬州市,江苏省,中国",晴,多云,32,25,<3级,北风,<3级,西北风,星期四,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",43,14.19%,4397.4,33902.36,8.05,"[5.49, 7.85, 8.05]",81,26.73%,2080.59,16745.98,8.05,"[5.49, 7.85, 8.05]",113,37.29%,3082.22,24808.23,,,0,,,8.56,"[5.84, 8.40, 8.56]",66,21.78%,2470.47,21145.66,,,0,,
2023/8/11,2023/8/11,299,86904.95,86904.95,0,10720.46,251,18,6.46,8.29,3885,216,"扬州,扬州市,江苏省,中国",阴,多云,35,26,<3级,南风,<3级,东南风,星期五,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",40,13.38%,2801.97,21601.89,8.05,"[5.49, 7.85, 8.05]",68,22.74%,1926.28,15504.42,8.05,"[5.49, 7.85, 8.05]",113,37.79%,2919.4,23497.32,,,0,,,8.56,"[5.84, 8.40, 8.56]",78,26.09%,3072.81,26301.32,,,0,,
2023/8/12,2023/8/12,331,95847.55,95847.55,0,11941.21,266,18,6.78,10.11,3924,178,"扬州,扬州市,江苏省,中国",晴,晴,37,26,<3级,西风,<3级,南风,星期六,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",54,16.31%,4564.82,35192.59,8.05,"[5.49, 7.85, 8.05]",79,23.87%,1796.99,14463.23,8.05,"[5.49, 7.85, 8.05]",123,37.16%,3062.56,24649.67,,,0,,,8.56,"[5.84, 8.40, 8.56]",75,22.66%,2516.84,21542.06,,,0,,
2023/8/13,2023/8/13,320,89990.01,89990.01,0,11141.52,296,16,7.69,11.59,3850,139,"扬州,扬州市,江苏省,中国",多云,多云,35,28,3~4级,东南风,<3级,东北风,星期日,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",39,12.19%,2939.94,22665.38,8.05,"[5.49, 7.85, 8.05]",78,24.38%,2052.72,16521.89,8.05,"[5.49, 7.85, 8.05]",127,39.69%,3577.74,28796.37,,,0,,,8.56,"[5.84, 8.40, 8.56]",76,23.75%,2571.12,22006.37,,,0,,
2023/8/14,2023/8/14,341,373287.64,373287.64,0,47823.09,238,15,6.36,8.15,3744,183,"扬州,扬州市,江苏省,中国",小雨,晴,33,25,<3级,北风,<3级,东风,星期一,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",65,19.06%,39143.89,301797.33,8.05,"[5.49, 7.85, 8.05]",77,22.58%,2261.56,18203.33,8.05,"[5.49, 7.85, 8.05]",119,34.90%,3219.38,25912.23,,,0,,,8.56,"[5.84, 8.40, 8.56]",80,23.46%,3198.26,27374.75,,,0,,
2023/8/15,2023/8/15,340,183139.66,183139.66,0,23144.37,282,16,7.46,10.13,3779,158,"扬州,扬州市,江苏省,中国",晴,晴,34,26,<3级,东北风,<3级,西南风,星期二,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",59,17.35%,14169.88,109247.82,8.05,"[5.49, 7.85, 8.05]",90,26.47%,2606.96,20983.64,8.05,"[5.49, 7.85, 8.05]",114,33.53%,3121.93,25127.68,,,0,,,8.56,"[5.84, 8.40, 8.56]",77,22.65%,3245.6,27780.52,,,0,,
2023/8/16,2023/8/16,296,89019.75,89019.75,0,11035.49,275,16,7.17,9.47,3835,170,"扬州,扬州市,江苏省,中国",小雨,晴,34,25,<3级,南风,<3级,东北风,星期三,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",55,18.58%,3480.93,26835.9,8.05,"[5.49, 7.85, 8.05]",68,22.97%,1824.97,14689.01,8.05,"[5.49, 7.85, 8.05]",105,35.47%,3029.98,24387.77,,,0,,,8.56,"[5.84, 8.40, 8.56]",68,22.97%,2699.61,23107.07,,,0,,
2023/8/17,2023/8/17,288,186320.16,186320.16,0,23644.06,229,15,6.61,10.14,3462,149,"扬州,扬州市,江苏省,中国",阴,晴,33,25,3~4级,南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",49,17.01%,16174.87,124706.77,8.05,"[5.49, 7.85, 8.05]",72,25.00%,2140.86,17231.96,8.05,"[5.49, 7.85, 8.05]",91,31.60%,2399.17,19309.86,,,0,,,8.56,"[5.84, 8.40, 8.56]",76,26.39%,2929.16,25071.57,,,0,,
2023/8/18,2023/8/18,323,91280.88,91280.88,0,11254.38,268,14,7.47,9.09,3588,154,"扬州,扬州市,江苏省,中国",多云,晴,33,24,3~4级,南风,<3级,东风,星期五,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",40,12.38%,2698.37,20803.04,8.05,"[5.49, 7.85, 8.05]",86,26.63%,2436.94,19614.77,8.05,"[5.49, 7.85, 8.05]",111,34.37%,2962.76,23846.99,,,0,,,8.56,"[5.84, 8.40, 8.56]",86,26.63%,3156.31,27016.08,,,0,,
2023/8/19,2023/8/19,362,402864.28,402864.28,0,51703.93,249,12,7.33,7.95,3397,151,"扬州,扬州市,江苏省,中国",小雨,晴,31,26,3~4级,东南风,<3级,东南风,星期六,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",71,19.61%,43499.26,335377.64,8.05,"[5.49, 7.85, 8.05]",102,28.18%,2807.54,22597.77,8.05,"[5.49, 7.85, 8.05]",108,29.83%,2558.22,20590.16,,,0,,,8.56,"[5.84, 8.40, 8.56]",81,22.38%,2838.91,24298.71,,,0,,
2023/8/20,2023/8/20,311,87438.78,87438.78,0,10785.21,191,15,5.11,15.31,3736,98,"扬州,扬州市,江苏省,中国",阴,多云,35,27,3~4级,东南风,<3级,东南风,星期日,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",38,12.22%,2578.66,19880.26,8.05,"[5.49, 7.85, 8.05]",74,23.79%,1955.78,15741.72,8.05,"[5.49, 7.85, 8.05]",118,37.94%,3301.7,26575.16,,,0,,,8.56,"[5.84, 8.40, 8.56]",81,26.05%,2949.07,25241.64,,,0,,
2023/8/21,2023/8/21,311,92724.19,92724.19,0,11464.22,257,12,6.87,7.59,3742,158,"扬州,扬州市,江苏省,中国",中雨,中雨,33,26,3~4级,西风,<3级,西南风,星期一,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",42,13.50%,3069.37,23663.57,8.05,"[5.49, 7.85, 8.05]",95,30.55%,2653.14,21355.45,8.05,"[5.49, 7.85, 8.05]",105,33.76%,2821.18,22706.97,,,0,,,8.56,"[5.84, 8.40, 8.56]",69,22.19%,2920.53,24998.2,,,0,,
2023/8/22,2023/8/22,324,279257.74,279257.74,0,35593.47,232,19,6.09,15.32,3812,124,"扬州,扬州市,江苏省,中国",中雨,多云,28,24,<3级,北风,<3级,北风,星期二,,,,0,,,,,0,,,7.71,"[5.07, 7.56, 7.71]",49,15.12%,26692.6,205798.88,8.05,"[5.49, 7.85, 8.05]",89,27.47%,2479.63,19958.35,8.05,"[5.49, 7.85, 8.05]",99,30.56%,2862.74,23041.88,,,0,,,8.56,"[5.84, 8.40, 8.56]",87,26.85%,3558.5,30458.63,,,0,,
2023/8/23,2023/8/23,329,104708.54,104708.54,0,12990.77,236,17,6.43,10.56,3671,160,"扬州,扬州市,江苏省,中国",阴,晴,32,22,<3级,东北风,<3级,东风,星期三,,,,0,,,,,0,,,7.71,"[5.07, 7.55, 7.71]",47,14.29%,4306.76,33204.13,8.05,"[5.49, 7.85, 8.05]",84,25.53%,2554.48,20561.29,8.05,"[5.49, 7.85, 8.05]",114,34.65%,2980.6,23990.38,,,0,,,8.56,"[5.84, 8.56]",84,25.53%,3148.93,26952.74,,,0,,
2023/8/24,2023/8/24,328,279579.18,279579.18,0,35570.31,260,21,7.5,12.14,3468,174,"扬州,扬州市,江苏省,中国",晴,多云,32,22,<3级,北风,<3级,西北风,星期四,,,,0,,,,,0,,,7.75,"[5.07, 7.60, 7.75]",79,24.09%,27911.45,216312.17,8.09,"[5.49, 7.79, 8.09]",99,30.18%,2950.79,23867.82,8.09,"[5.49, 7.79, 8.09]",81,24.70%,2126.79,17202.29,,,0,,,8.6,"[5.84, 8.44, 8.60]",69,21.04%,2581.28,22196.9,,,0,,
2023/8/25,2023/8/25,316,92898.76,92898.76,0,11420.92,244,16,6.78,9.7,3599,164,"扬州,扬州市,江苏省,中国",阴,阴,33,26,<3级,东风,<3级,东风,星期五,,,,0,,,,,0,,,7.75,"[5.07, 7.60, 7.75]",42,13.29%,3241.74,25122.63,8.09,"[5.49, 7.79, 8.09]",99,31.33%,2653.86,21465.85,8.09,"[5.49, 7.79, 8.09]",94,29.75%,2354.07,19040.09,,,0,,,8.6,"[5.84, 8.44, 8.60]",81,25.63%,3171.25,27270.19,,,0,,
2023/8/26,2023/8/26,314,97807.07,97807.07,0,12058.95,230,16,6.08,9.76,3785,164,"扬州,扬州市,江苏省,中国",阴,小雨,32,25,<3级,东南风,<3级,东风,星期六,,,,0,,,,,0,,,7.75,"[5.07, 7.60, 7.75]",50,15.92%,3765.95,29185.29,8.09,"[5.49, 7.79, 8.09]",77,24.52%,2224.21,17991.04,8.09,"[5.49, 7.79, 8.09]",110,35.03%,3047.4,24649.27,,,0,,,8.6,"[5.84, 8.44, 8.60]",77,24.52%,3021.39,25981.47,,,0,,
